time,model_id,model_name,port_name,data
16,3,humistat,,last_rh=60.7764;cmd=0
16,4,leakage,out_leak,0.108209
16,4,leakage,,last_rh=60.7764;leak=0.107764
16,5,indoor_air,out_rh,60.7764
16,5,indoor_air,,rh=60.7271;inj=0;leak=0.108209
17,2,humidifier,out_inj,0
17,2,humidifier,,cmd=0;inj=0
17,3,humistat,out_cmd,0
17,3,humistat,,last_rh=60.7271;cmd=0
17,4,leakage,out_leak,0.107764
17,4,leakage,,last_rh=60.7271;leak=0.107271
17,5,indoor_air,out_rh,60.7271
17,5,indoor_air,,rh=60.673;inj=0;leak=0.107764
18,2,humidifier,out_inj,0
18,2,humidifier,,cmd=0;inj=0
18,3,humistat,out_cmd,0
18,3,humistat,,last_rh=60.673;cmd=0
18,4,leakage,out_leak,0.107271
18,4,leakage,,last_rh=60.673;leak=0.10673
18,5,indoor_air,out_rh,60.673
18,5,indoor_air,,rh=60.6191;inj=0;leak=0.107271
19,2,humidifier,out_inj,0
19,2,humidifier,,cmd=0;inj=0
19,3,humistat,out_cmd,0
19,3,humistat,,last_rh=60.6191;cmd=0
19,4,leakage,out_leak,0.10673
19,4,leakage,,last_rh=60.6191;leak=0.106191
19,5,indoor_air,out_rh,60.6191
19,5,indoor_air,,rh=60.5655;inj=0;leak=0.10673
20,2,humidifier,out_inj,0
20,2,humidifier,,cmd=0;inj=0
20,3,humistat,out_cmd,0
20,3,humistat,,last_rh=60.5655;cmd=0
20,4,leakage,out_leak,0.106191
20,4,leakage,,last_rh=60.5655;leak=0.105655
20,5,indoor_air,out_rh,60.5655
20,5,indoor_air,,rh=60.5121;inj=0;leak=0.106191
21,2,humidifier,out_inj,0
21,2,humidifier,,cmd=0;inj=0
21,3,humistat,out_cmd,0
21,3,humistat,,last_rh=60.5121;cmd=0
21,4,leakage,out_leak,0.105655
21,4,leakage,,last_rh=60.5121;leak=0.105121
21,5,indoor_air,out_rh,60.5121
21,5,indoor_air,,rh=60.459;inj=0;leak=0.105655
22,2,humidifier,out_inj,0
22,2,humidifier,,cmd=0;inj=0
22,3,humistat,out_cmd,0
22,3,humistat,,last_rh=60.459;cmd=0
22,4,leakage,out_leak,0.105121
22,4,leakage,,last_rh=60.459;leak=0.10459
22,5,indoor_air,out_rh,60.459
22,5,indoor_air,,rh=60.4062;inj=0;leak=0.105121
23,2,humidifier,out_inj,0
23,2,humidifier,,cmd=0;inj=0
23,3,humistat,out_cmd,0
23,3,humistat,,last_rh=60.4062;cmd=0
23,4,leakage,out_leak,0.10459
23,4,leakage,,last_rh=60.4062;leak=0.104062
23,5,indoor_air,out_rh,60.4062
23,5,indoor_air,,rh=60.3536;inj=0;leak=0.10459
24,2,humidifier,out_inj,0
24,2,humidifier,,cmd=0;inj=0
24,3,humistat,out_cmd,0
24,3,humistat,,last_rh=60.3536;cmd=0
24,4,leakage,out_leak,0.104062
24,4,leakage,,last_rh=60.3536;leak=0.103536
24,5,indoor_air,out_rh,60.3536
24,5,indoor_air,,rh=60.3013;inj=0;leak=0.104062
25,2,humidifier,out_inj,0
25,2,humidifier,,cmd=0;inj=0
25,3,humistat,out_cmd,0
25,3,humistat,,last_rh=60.3013;cmd=0
25,4,leakage,out_leak,0.103536
25,4,leakage,,last_rh=60.3013;leak=0.103013
25,5,indoor_air,out_rh,60.3013
25,5,indoor_air,,rh=60.2493;inj=0;leak=0.103536
26,2,humidifier,out_inj,0
26,2,humidifier,,cmd=0;inj=0
26,3,humistat,out_cmd,0
26,3,humistat,,last_rh=60.2493;cmd=0
26,4,leakage,out_leak,0.103013
26,4,leakage,,last_rh=60.2493;leak=0.102493
26,5,indoor_air,out_rh,60.2493
26,5,indoor_air,,rh=60.1975;inj=0;leak=0.103013
27,2,humidifier,out_inj,0
27,2,humidifier,,cmd=0;inj=0
27,3,humistat,out_cmd,0
27,3,humistat,,last_rh=60.1975;cmd=0
27,4,leakage,out_leak,0.102493
27,4,leakage,,last_rh=60.1975;leak=0.101975
27,5,indoor_air,out_rh,60.1975
27,5,indoor_air,,rh=60.146;inj=0;leak=0.102493
28,2,humidifier,out_inj,0
28,2,humidifier,,cmd=0;inj=0
28,3,humistat,out_cmd,0
28,3,humistat,,last_rh=60.146;cmd=0
28,4,leakage,out_leak,0.101975
28,4,leakage,,last_rh=60.146;leak=0.10146
28,5,indoor_air,out_rh,60.146
28,5,indoor_air,,rh=60.0948;inj=0;leak=0.101975
29,2,humidifier,out_inj,0
29,2,humidifier,,cmd=0;inj=0
29,3,humistat,out_cmd,0
29,3,humistat,,last_rh=60.0948;cmd=0
29,4,leakage,out_leak,0.10146
29,4,leakage,,last_rh=60.0948;leak=0.100948
29,5,indoor_air,out_rh,60.0948
29,5,indoor_air,,rh=60.0438;inj=0;leak=0.10146
30,2,humidifier,out_inj,0
30,2,humidifier,,cmd=0;inj=0
30,3,humistat,out_cmd,0
30,3,humistat,,last_rh=60.0438;cmd=0
30,4,leakage,out_leak,0.100948
30,4,leakage,,last_rh=60.0438;leak=0.100438
30,5,indoor_air,out_rh,60.0438
30,5,indoor_air,,rh=59.9931;inj=0;leak=0.100948
31,2,humidifier,out_inj,0
31,2,humidifier,,cmd=0;inj=0
31,3,humistat,out_cmd,0
31,3,humistat,,last_rh=59.9931;cmd=0
31,4,leakage,out_leak,0.100438
31,4,leakage,,last_rh=59.9931;leak=0.0999306
31,5,indoor_air,out_rh,59.9931
31,5,indoor_air,,rh=59.9426;inj=0;leak=0.100438
32,2,humidifier,out_inj,0
32,2,humidifier,,cmd=0;inj=0
32,3,humistat,out_cmd,0
32,3,humistat,,last_rh=59.9426;cmd=0
32,4,leakage,out_leak,0.0999306
32,4,leakage,,last_rh=59.9426;leak=0.0994259
32,5,indoor_air,out_rh,59.9426
32,5,indoor_air,,rh=59.8924;inj=0;leak=0.0999306
33,2,humidifier,out_inj,0
33,2,humidifier,,cmd=0;inj=0
33,3,humistat,out_cmd,0
33,3,humistat,,last_rh=59.8924;cmd=0
33,4,leakage,out_leak,0.0994259
33,4,leakage,,last_rh=59.8924;leak=0.0989237
33,5,indoor_air,out_rh,59.8924
33,5,indoor_air,,rh=59.8424;inj=0;leak=0.0994259
34,2,humidifier,out_inj,0
34,2,humidifier,,cmd=0;inj=0
34,3,humistat,out_cmd,0
34,3,humistat,,last_rh=59.8424;cmd=0
34,4,leakage,out_leak,0.0989237
34,4,leakage,,last_rh=59.8424;leak=0.098424
34,5,indoor_air,out_rh,59.8424
34,5,indoor_air,,rh=59.7927;inj=0;leak=0.0989237
35,2,humidifier,out_inj,0
35,2,humidifier,,cmd=0;inj=0
35,3,humistat,out_cmd,0
35,3,humistat,,last_rh=59.7927;cmd=0
35,4,leakage,out_leak,0.098424
35,4,leakage,,last_rh=59.7927;leak=0.0979269
35,5,indoor_air,out_rh,59.7927
35,5,indoor_air,,rh=59.7432;inj=0;leak=0.098424
36,2,humidifier,out_inj,0
36,2,humidifier,,cmd=0;inj=0
36,3,humistat,out_cmd,0
36,3,humistat,,last_rh=59.7432;cmd=0
36,4,leakage,out_leak,0.0979269
36,4,leakage,,last_rh=59.7432;leak=0.0974323
36,5,indoor_air,out_rh,59.7432
36,5,indoor_air,,rh=59.694;inj=0;leak=0.0979269
37,2,humidifier,out_inj,0
37,2,humidifier,,cmd=0;inj=0
37,3,humistat,out_cmd,0
37,3,humistat,,last_rh=59.694;cmd=0
37,4,leakage,out_leak,0.0974323
37,4,leakage,,last_rh=59.694;leak=0.0969402
37,5,indoor_air,out_rh,59.694
37,5,indoor_air,,rh=59.6451;inj=0;leak=0.0974323
38,2,humidifier,out_inj,0
38,2,humidifier,,cmd=0;inj=0
38,3,humistat,out_cmd,0
38,3,humistat,,last_rh=59.6451;cmd=0
38,4,leakage,out_leak,0.0969402
38,4,leakage,,last_rh=59.6451;leak=0.0964505
38,5,indoor_air,out_rh,59.6451
38,5,indoor_air,,rh=59.5963;inj=0;leak=0.0969402
39,2,humidifier,out_inj,0
39,2,humidifier,,cmd=0;inj=0
39,3,humistat,out_cmd,0
39,3,humistat,,last_rh=59.5963;cmd=0
39,4,leakage,out_leak,0.0964505
39,4,leakage,,last_rh=59.5963;leak=0.0959634
39,5,indoor_air,out_rh,59.5963
39,5,indoor_air,,rh=59.5479;inj=0;leak=0.0964505
40,2,humidifier,out_inj,0
40,2,humidifier,,cmd=0;inj=0
40,3,humistat,out_cmd,0
40,3,humistat,,last_rh=59.5479;cmd=0
40,4,leakage,out_leak,0.0959634
40,4,leakage,,last_rh=59.5479;leak=0.0954787
40,5,indoor_air,out_rh,59.5479
40,5,indoor_air,,rh=59.4996;inj=0;leak=0.0959634
41,2,humidifier,out_inj,0
41,2,humidifier,,cmd=0;inj=0
41,3,humistat,out_cmd,0
41,3,humistat,,last_rh=59.4996;cmd=0
41,4,leakage,out_leak,0.0954787
41,4,leakage,,last_rh=59.4996;leak=0.0949964
41,5,indoor_air,out_rh,59.4996
41,5,indoor_air,,rh=59.4517;inj=0;leak=0.0954787
42,2,humidifier,out_inj,0
42,2,humidifier,,cmd=0;inj=0
42,3,humistat,out_cmd,0
42,3,humistat,,last_rh=59.4517;cmd=0
42,4,leakage,out_leak,0.0949964
42,4,leakage,,last_rh=59.4517;leak=0.0945166
42,5,indoor_air,out_rh,59.4517
42,5,indoor_air,,rh=59.4039;inj=0;leak=0.0949964
43,2,humidifier,out_inj,0
43,2,humidifier,,cmd=0;inj=0
43,3,humistat,out_cmd,0
43,3,humistat,,last_rh=59.4039;cmd=0
43,4,leakage,out_leak,0.0945166
43,4,leakage,,last_rh=59.4039;leak=0.0940392
43,5,indoor_air,out_rh,59.4039
43,5,indoor_air,,rh=59.3564;inj=0;leak=0.0945166
44,2,humidifier,out_inj,0
44,2,humidifier,,cmd=0;inj=0
44,3,humistat,out_cmd,0
44,3,humistat,,last_rh=59.3564;cmd=0
44,4,leakage,out_leak,0.0940392
44,4,leakage,,last_rh=59.3564;leak=0.0935642
44,5,indoor_air,out_rh,59.3564
44,5,indoor_air,,rh=59.3092;inj=0;leak=0.0940392
45,2,humidifier,out_inj,0
45,2,humidifier,,cmd=0;inj=0
45,3,humistat,out_cmd,0
45,3,humistat,,last_rh=59.3092;cmd=0
45,4,leakage,out_leak,0.0935642
45,4,leakage,,last_rh=59.3092;leak=0.0930916
45,5,indoor_air,out_rh,59.3092
45,5,indoor_air,,rh=59.2621;inj=0;leak=0.0935642
46,2,humidifier,out_inj,0
46,2,humidifier,,cmd=0;inj=0
46,3,humistat,out_cmd,0
46,3,humistat,,last_rh=59.2621;cmd=0
46,4,leakage,out_leak,0.0930916
46,4,leakage,,last_rh=59.2621;leak=0.0926214
46,5,indoor_air,out_rh,59.2621
46,5,indoor_air,,rh=59.2154;inj=0;leak=0.0930916
47,2,humidifier,out_inj,0
47,2,humidifier,,cmd=0;inj=0
47,3,humistat,out_cmd,0
47,3,humistat,,last_rh=59.2154;cmd=0
47,4,leakage,out_leak,0.0926214
47,4,leakage,,last_rh=59.2154;leak=0.0921536
47,5,indoor_air,out_rh,59.2154
47,5,indoor_air,,rh=59.1688;inj=0;leak=0.0926214
48,2,humidifier,out_inj,0
48,2,humidifier,,cmd=0;inj=0
48,3,humistat,out_cmd,0
48,3,humistat,,last_rh=59.1688;cmd=0
48,4,leakage,out_leak,0.0921536
48,4,leakage,,last_rh=59.1688;leak=0.0916882
48,5,indoor_air,out_rh,59.1688
48,5,indoor_air,,rh=59.1225;inj=0;leak=0.0921536
49,2,humidifier,out_inj,0
49,2,humidifier,,cmd=0;inj=0
49,3,humistat,out_cmd,0
49,3,humistat,,last_rh=59.1225;cmd=0
49,4,leakage,out_leak,0.0916882
49,4,leakage,,last_rh=59.1225;leak=0.091225
49,5,indoor_air,out_rh,59.1225
49,5,indoor_air,,rh=59.0764;inj=0;leak=0.0916882
49,2,humidifier,,cmd=0;inj=0
49,3,humistat,,last_rh=59.1225;cmd=0
49,4,leakage,,last_rh=59.1225;leak=0.091225
49,5,indoor_air,,rh=59.0764;inj=0;leak=0.0916882
